License_ID,Item_Class,Item_Family,Software_Name,Manufacturer,License_Type,SKU,Term_Months,Subscription_Start_Date,Subscription_End_Date,Auto_Renewal_Status,License_Status,Quantity_Purchased,Unit_Cost,Total_Cost,Department_Owner,District_ID,District_Name,BOCES_Region
60000316,License,Infrastructure,Veeam Backup & Replication,Veeam,User-based,VEEAM-VUL,36,2026-04-25,2029-04-25,Yes,Active,1,1.00,1.00,District IT,2130,Erie_CSD_2130,Erie 1 BOCES
60000317,License,Productivity,Microsoft 365 A3,Microsoft,Device-based,M365-A3,12,2026-04-25,2027-04-25,No,Active,1342,1.00,1342.00,District IT,2130,Erie_CSD_2130,Erie 1 BOCES
60000318,License,Networking,Cisco Meraki License (AP),Cisco,User-based,MR-ENT,36,2026-04-04,2029-04-04,No,Active,141,1.00,141.00,School IT,2118,Capital_CSD_2118,Capital Region BOCES
60000319,License,Networking,Cisco Meraki License (AP),Cisco,User-based,MR-ENT,36,2026-04-04,2029-04-04,Yes,Active,136,1.02,138.69,District IT,2118,Capital_CSD_2118,Capital Region BOCES
60000320,License,Networking,Cisco Meraki License (AP),Cisco,User-based,MR-ENT,36,2026-04-19,2029-04-19,Yes,Active,156,1.02,159.63,IT / Security,2114,Questar_CSD_2114,Questar III BOCES
60000321,License,Infrastructure,Veeam Backup & Replication,Veeam,Device-based,VEEAM-VUL,36,2026-04-19,2029-04-19,No,Active,1,1.03,1.03,School IT,2114,Questar_CSD_2114,Questar III BOCES
60000322,License,Telephony,VoIP SIP Trunk,Bandwidth,Device-based,SIP-TRUNK,12,2026-04-13,2027-04-13,Yes,Active,1,1.00,1.00,School IT,2102,Southern_CSD_2102,Southern Westchester BOCES
60000323,License,Networking,Cisco Meraki License (AP),Cisco,User-based,MR-ENT,36,2026-04-14,2029-04-14,No,Active,120,1.01,121.05,District IT,2106,Lower_CSD_2106,Lower Hudson Valley BOCES
60000324,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2026-04-10,2027-04-10,No,Active,359,1.00,359.00,IT / Security,2101,Southern_CSD_2101,Southern Westchester BOCES
60000325,License,MDM,Jamf School,Jamf,Device-based,JAMF-SCH,12,2026-04-26,2027-04-26,Yes,Active,157,1.00,157.00,School IT,2107,Lower_CSD_2107,Lower Hudson Valley BOCES
60000326,License,Infrastructure,Veeam Backup & Replication,Veeam,Device-based,VEEAM-VUL,36,2026-04-30,2029-04-30,No,Active,1,1.00,1.00,District IT,2108,Lower_CSD_2108,Lower Hudson Valley BOCES
60000327,License,Productivity,Microsoft 365 A3,Microsoft,Device-based,M365-A3,12,2026-04-30,2027-04-30,No,Active,2039,1.02,2084.97,IT / Security,2108,Lower_CSD_2108,Lower Hudson Valley BOCES
