Assignment_ID,License_ID,Assignee_Type,User_ID,Asset_ID,Assignment_Start_Date,Assignment_End_Date,Assignment_Status,District_ID,School_ID
70123115,60000316,User,90056070,,2026-05-12,2029-05-12,Active,2130,
70123116,60000317,User,90055747,,2026-04-28,2027-04-28,Active,2130,
70123117,60000317,User,90056073,,2026-04-28,2027-04-28,Active,2130,
70123118,60000317,User,90056540,,2026-05-12,2027-05-12,Active,2130,
70123119,60000317,User,90056618,,2026-05-16,2027-05-16,Active,2130,
70123120,60000317,User,90056100,,2026-05-14,2027-05-14,Active,2130,
70123121,60000317,User,90056419,,2026-04-27,2027-04-27,Active,2130,
70123122,60000317,User,90055876,,2026-05-06,2027-05-06,Active,2130,
70123123,60000317,User,90056066,,2026-04-26,2027-04-26,Active,2130,
70123124,60000317,User,90056147,,2026-05-11,2027-05-11,Active,2130,
70123125,60000317,User,90056345,,2026-05-15,2027-05-15,Active,2130,
70123126,60000317,User,90055795,,2026-05-15,2027-05-15,Active,2130,
70123127,60000317,User,90056463,,2026-04-30,2027-04-30,Active,2130,
70123128,60000317,User,90056145,,2026-05-15,2027-05-15,Active,2130,
70123129,60000317,User,90056596,,2026-05-16,2027-05-16,Active,2130,
70123130,60000317,User,90056473,,2026-05-05,2027-05-05,Active,2130,
70123131,60000317,User,90056653,,2026-05-15,2027-05-15,Active,2130,
70123132,60000317,User,90056648,,2026-05-07,2027-05-07,Active,2130,
70123133,60000317,User,90055482,,2026-05-07,2027-05-07,Active,2130,
70123134,60000317,User,90056590,,2026-05-10,2027-05-10,Active,2130,
70123135,60000317,User,90055819,,2026-05-07,2027-05-07,Active,2130,
70123136,60000317,User,90055560,,2026-05-16,2027-05-16,Active,2130,
70123137,60000317,User,90055762,,2026-04-30,2027-04-30,Active,2130,
70123138,60000317,User,90055677,,2026-05-07,2027-05-07,Active,2130,
70123139,60000317,User,90055853,,2026-04-27,2027-04-27,Active,2130,
70123140,60000317,User,90055884,,2026-04-28,2027-04-28,Active,2130,
70123141,60000317,User,90056037,,2026-05-05,2027-05-05,Active,2130,
70123142,60000317,User,90056158,,2026-05-05,2027-05-05,Active,2130,
70123143,60000317,User,90056517,,2026-05-10,2027-05-10,Active,2130,
70123144,60000317,User,90055518,,2026-05-16,2027-05-16,Active,2130,
70123145,60000317,User,90056634,,2026-04-27,2027-04-27,Active,2130,
70123146,60000317,User,90056267,,2026-05-10,2027-05-10,Active,2130,
70123147,60000317,User,90055843,,2026-04-26,2027-04-26,Active,2130,
70123148,60000317,User,90056502,,2026-05-10,2027-05-10,Active,2130,
70123149,60000317,User,90056018,,2026-04-25,2027-04-25,Active,2130,
70123150,60000317,User,90056388,,2026-05-10,2027-05-10,Active,2130,
70123151,60000317,User,90056116,,2026-05-08,2027-05-08,Active,2130,
70123152,60000317,User,90056468,,2026-05-06,2027-05-06,Active,2130,
70123153,60000317,User,90055819,,2026-05-07,2027-05-07,Active,2130,
70123154,60000317,User,90056113,,2026-04-27,2027-04-27,Active,2130,
