Assignment_ID,License_ID,Assignee_Type,User_ID,Asset_ID,Assignment_Start_Date,Assignment_End_Date,Assignment_Status,District_ID,School_ID
70059310,60000193,User,90014817,,2026-01-11,2027-01-11,Active,2110,
70059311,60000193,User,90015517,,2026-01-24,2027-01-24,Active,2110,
70059312,60000193,User,90015097,,2026-01-21,2027-01-21,Active,2110,
70059313,60000193,User,90014587,,2026-01-27,2027-01-27,Active,2110,
70059314,60000193,User,90014529,,2026-01-27,2027-01-27,Active,2110,
70059315,60000193,User,90015126,,2026-01-31,2027-01-31,Active,2110,
70059316,60000193,User,90015681,,2026-01-14,2027-01-14,Active,2110,
70059317,60000193,User,90014686,,2026-01-23,2027-01-23,Active,2110,
70059318,60000193,User,90015438,,2026-01-27,2027-01-27,Active,2110,
70059319,60000193,User,90015309,,2026-01-19,2027-01-19,Active,2110,
70059320,60000193,User,90014677,,2026-01-23,2027-01-23,Active,2110,
70059321,60000193,User,90015070,,2026-01-24,2027-01-24,Active,2110,
70059322,60000193,User,90015772,,2026-01-18,2027-01-18,Active,2110,
70059323,60000193,User,90015594,,2026-01-26,2027-01-26,Active,2110,
70059324,60000193,User,90014827,,2026-01-24,2027-01-24,Active,2110,
70059325,60000193,User,90015576,,2026-01-20,2027-01-20,Active,2110,
70059326,60000193,User,90014711,,2026-01-18,2027-01-18,Active,2110,
70059327,60000193,User,90014829,,2026-01-22,2027-01-22,Active,2110,
70059328,60000193,User,90015036,,2026-01-13,2027-01-13,Active,2110,
70059329,60000193,User,90014530,,2026-01-12,2027-01-12,Active,2110,
70059330,60000193,User,90015171,,2026-01-22,2027-01-22,Active,2110,
70059331,60000193,User,90015128,,2026-01-19,2027-01-19,Active,2110,
70059332,60000193,User,90015103,,2026-02-01,2027-02-01,Active,2110,
70059333,60000193,User,90015619,,2026-01-18,2027-01-18,Active,2110,
70059334,60000193,User,90015596,,2026-01-11,2027-01-11,Active,2110,
70059335,60000193,User,90014917,,2026-01-18,2027-01-18,Active,2110,
70059336,60000193,User,90014709,,2026-01-29,2027-01-29,Active,2110,
70059337,60000193,User,90014586,,2026-01-15,2027-01-15,Active,2110,
70059338,60000193,User,90015325,,2026-01-21,2027-01-21,Active,2110,
70059339,60000193,User,90014769,,2026-01-23,2027-01-23,Active,2110,
70059340,60000193,User,90014980,,2026-01-12,2027-01-12,Active,2110,
70059341,60000193,User,90015513,,2026-01-12,2027-01-12,Active,2110,
70059342,60000193,User,90015532,,2026-01-19,2027-01-19,Active,2110,
70059343,60000193,User,90014771,,2026-01-26,2027-01-26,Active,2110,
70059344,60000193,User,90015240,,2026-01-13,2027-01-13,Active,2110,
70059345,60000193,User,90014964,,2026-01-13,2027-01-13,Active,2110,
70059346,60000193,User,90015032,,2026-01-20,2027-01-20,Active,2110,
70059347,60000193,User,90014824,,2026-01-14,2027-01-14,Active,2110,
70059348,60000193,User,90014723,,2026-01-27,2027-01-27,Active,2110,
70059349,60000193,User,90014830,,2026-01-22,2027-01-22,Active,2110,
70059350,60000193,User,90015659,,2026-01-16,2027-01-16,Active,2110,
70059351,60000193,User,90014624,,2026-01-27,2027-01-27,Active,2110,
70059352,60000193,User,90014950,,2026-02-01,2027-02-01,Active,2110,
70059353,60000193,User,90015433,,2026-01-11,2027-01-11,Active,2110,
70059354,60000193,User,90015648,,2026-01-22,2027-01-22,Active,2110,
70059355,60000193,User,90015627,,2026-01-19,2027-01-19,Active,2110,
70059356,60000193,User,90015271,,2026-01-29,2027-01-29,Active,2110,
70059357,60000193,User,90015252,,2026-01-12,2027-01-12,Active,2110,
70059358,60000193,User,90015179,,2026-01-11,2027-01-11,Active,2110,
70059359,60000193,User,90014729,,2026-01-21,2027-01-21,Active,2110,
70059360,60000193,User,90015157,,2026-01-12,2027-01-12,Active,2110,
70059361,60000193,User,90015427,,2026-01-31,2027-01-31,Active,2110,
70059362,60000193,User,90015510,,2026-01-19,2027-01-19,Active,2110,
70059363,60000193,User,90015307,,2026-01-29,2027-01-29,Active,2110,
70059364,60000193,User,90015259,,2026-01-18,2027-01-18,Active,2110,
70059365,60000193,User,90015105,,2026-01-22,2027-01-22,Active,2110,
70059366,60000193,User,90015615,,2026-01-23,2027-01-23,Active,2110,
70059367,60000193,User,90015007,,2026-01-31,2027-01-31,Active,2110,
70059368,60000193,User,90015599,,2026-01-25,2027-01-25,Active,2110,
70059369,60000193,User,90015660,,2026-01-30,2027-01-30,Active,2110,
70059370,60000193,User,90015237,,2026-01-29,2027-01-29,Active,2110,
70059371,60000193,User,90014986,,2026-01-23,2027-01-23,Active,2110,
70059372,60000193,User,90015503,,2026-01-27,2027-01-27,Active,2110,
70059373,60000193,User,90014539,,2026-01-27,2027-01-27,Active,2110,
70059374,60000193,User,90014776,,2026-01-28,2027-01-28,Active,2110,
70059375,60000193,User,90015316,,2026-02-01,2027-02-01,Active,2110,
70059376,60000193,User,90015458,,2026-01-30,2027-01-30,Active,2110,
70059377,60000193,User,90014844,,2026-01-19,2027-01-19,Active,2110,
70059378,60000193,User,90014987,,2026-01-30,2027-01-30,Active,2110,
70059379,60000193,User,90014636,,2026-01-28,2027-01-28,Active,2110,
70059380,60000193,User,90015644,,2026-01-24,2027-01-24,Active,2110,
70059381,60000193,User,90015022,,2026-01-27,2027-01-27,Active,2110,
70059382,60000193,User,90015305,,2026-01-15,2027-01-15,Active,2110,
70059383,60000193,User,90015253,,2026-01-26,2027-01-26,Active,2110,
70059384,60000193,User,90015763,,2026-01-25,2027-01-25,Active,2110,
70059385,60000193,User,90014583,,2026-01-27,2027-01-27,Active,2110,
70059386,60000193,User,90014528,,2026-01-13,2027-01-13,Active,2110,
70059387,60000193,User,90015566,,2026-01-25,2027-01-25,Active,2110,
70059388,60000193,User,90014772,,2026-01-12,2027-01-12,Active,2110,
70059389,60000193,User,90015274,,2026-01-27,2027-01-27,Active,2110,
70059390,60000193,User,90014953,,2026-01-23,2027-01-23,Active,2110,
70059391,60000193,User,90015478,,2026-01-19,2027-01-19,Active,2110,
70059392,60000193,User,90014717,,2026-01-21,2027-01-21,Active,2110,
70059393,60000193,User,90015161,,2026-01-16,2027-01-16,Active,2110,
70059394,60000193,User,90015573,,2026-01-14,2027-01-14,Active,2110,
70059395,60000193,User,90014975,,2026-01-15,2027-01-15,Active,2110,
70059396,60000193,User,90014557,,2026-01-12,2027-01-12,Active,2110,
70059397,60000193,User,90015632,,2026-01-30,2027-01-30,Active,2110,
70059398,60000193,User,90015550,,2026-01-13,2027-01-13,Active,2110,
70059399,60000193,User,90015512,,2026-01-28,2027-01-28,Active,2110,
70059400,60000193,User,90015046,,2026-01-30,2027-01-30,Active,2110,
70059401,60000193,User,90015215,,2026-01-11,2027-01-11,Active,2110,
70059402,60000193,User,90014569,,2026-01-31,2027-01-31,Active,2110,
70059403,60000193,User,90014652,,2026-01-18,2027-01-18,Active,2110,
70059404,60000193,User,90015292,,2026-01-14,2027-01-14,Active,2110,
70059405,60000193,User,90015003,,2026-01-15,2027-01-15,Active,2110,
70059406,60000193,User,90015693,,2026-01-28,2027-01-28,Active,2110,
70059407,60000193,User,90015440,,2026-01-18,2027-01-18,Active,2110,
70059408,60000193,User,90015559,,2026-01-30,2027-01-30,Active,2110,
70059409,60000193,User,90015079,,2026-01-22,2027-01-22,Active,2110,
70059410,60000193,User,90015166,,2026-01-13,2027-01-13,Active,2110,
70059411,60000193,User,90015383,,2026-01-30,2027-01-30,Active,2110,
70059412,60000193,User,90015670,,2026-01-23,2027-01-23,Active,2110,
70059413,60000193,User,90015160,,2026-01-11,2027-01-11,Active,2110,
70059414,60000193,User,90015053,,2026-01-27,2027-01-27,Active,2110,
70059415,60000193,User,90014558,,2026-01-31,2027-01-31,Active,2110,
70059416,60000193,User,90015069,,2026-01-12,2027-01-12,Active,2110,
70059417,60000193,User,90015302,,2026-01-12,2027-01-12,Active,2110,
70059418,60000193,User,90015432,,2026-01-17,2027-01-17,Active,2110,
70059419,60000193,User,90014999,,2026-01-20,2027-01-20,Active,2110,
70059420,60000193,User,90015170,,2026-01-15,2027-01-15,Active,2110,
70059421,60000193,User,90014637,,2026-01-19,2027-01-19,Active,2110,
70059422,60000193,User,90014867,,2026-01-28,2027-01-28,Active,2110,
70059423,60000193,User,90015344,,2026-01-25,2027-01-25,Active,2110,
70059424,60000193,User,90015741,,2026-01-25,2027-01-25,Active,2110,
70059425,60000193,User,90015645,,2026-01-14,2027-01-14,Active,2110,
70059426,60000193,User,90014842,,2026-01-20,2027-01-20,Active,2110,
70059427,60000193,User,90015255,,2026-01-17,2027-01-17,Active,2110,
70059428,60000193,User,90014909,,2026-02-01,2027-02-01,Active,2110,
70059429,60000193,User,90014757,,2026-01-20,2027-01-20,Active,2110,
70059430,60000193,User,90015796,,2026-01-31,2027-01-31,Active,2110,
70059431,60000193,User,90014766,,2026-01-15,2027-01-15,Active,2110,
70059432,60000193,User,90015451,,2026-01-12,2027-01-12,Active,2110,
70059433,60000193,User,90014942,,2026-01-23,2027-01-23,Active,2110,
70059434,60000193,User,90014818,,2026-01-18,2027-01-18,Active,2110,
70059435,60000193,User,90015182,,2026-01-13,2027-01-13,Active,2110,
70059436,60000193,User,90015450,,2026-01-12,2027-01-12,Active,2110,
70059437,60000193,User,90015544,,2026-01-18,2027-01-18,Active,2110,
70059438,60000193,User,90015258,,2026-01-19,2027-01-19,Active,2110,
70059439,60000193,User,90015056,,2026-01-30,2027-01-30,Active,2110,
70059440,60000193,User,90015275,,2026-01-13,2027-01-13,Active,2110,
70059441,60000193,User,90015225,,2026-01-11,2027-01-11,Active,2110,
70059442,60000193,User,90015298,,2026-01-22,2027-01-22,Active,2110,
70059443,60000193,User,90014535,,2026-01-13,2027-01-13,Active,2110,
70059444,60000193,User,90015582,,2026-01-18,2027-01-18,Active,2110,
70059445,60000193,User,90015332,,2026-01-12,2027-01-12,Active,2110,
70059446,60000193,User,90015254,,2026-01-28,2027-01-28,Active,2110,
70059447,60000193,User,90015787,,2026-01-23,2027-01-23,Active,2110,
70059448,60000193,User,90014895,,2026-02-01,2027-02-01,Active,2110,
70059449,60000193,User,90015539,,2026-01-19,2027-01-19,Active,2110,
70059450,60000193,User,90015306,,2026-01-16,2027-01-16,Active,2110,
70059451,60000193,User,90014863,,2026-01-12,2027-01-12,Active,2110,
70059452,60000193,User,90015343,,2026-01-12,2027-01-12,Active,2110,
70059453,60000193,User,90015052,,2026-01-27,2027-01-27,Active,2110,
70059454,60000193,User,90015601,,2026-01-21,2027-01-21,Active,2110,
70059455,60000193,User,90015684,,2026-01-22,2027-01-22,Active,2110,
70059456,60000193,User,90015262,,2026-01-25,2027-01-25,Active,2110,
70059457,60000193,User,90014897,,2026-01-28,2027-01-28,Active,2110,
70059458,60000193,User,90015021,,2026-01-15,2027-01-15,Active,2110,
70059459,60000193,User,90015748,,2026-01-26,2027-01-26,Active,2110,
70059460,60000193,User,90015336,,2026-01-25,2027-01-25,Active,2110,
70059461,60000193,User,90014754,,2026-01-21,2027-01-21,Active,2110,
70059462,60000193,User,90015449,,2026-01-13,2027-01-13,Active,2110,
70059463,60000193,User,90014710,,2026-01-12,2027-01-12,Active,2110,
70059464,60000193,User,90015269,,2026-01-29,2027-01-29,Active,2110,
70059465,60000193,User,90015508,,2026-01-31,2027-01-31,Active,2110,
70059466,60000193,User,90015338,,2026-01-22,2027-01-22,Active,2110,
70059467,60000193,User,90014864,,2026-01-18,2027-01-18,Active,2110,
70059468,60000193,User,90014780,,2026-01-23,2027-01-23,Active,2110,
70059469,60000193,User,90014618,,2026-01-27,2027-01-27,Active,2110,
70059470,60000193,User,90015792,,2026-01-28,2027-01-28,Active,2110,
70059471,60000193,User,90015352,,2026-01-28,2027-01-28,Active,2110,
70059472,60000193,User,90015507,,2026-01-17,2027-01-17,Active,2110,
70059473,60000193,User,90015244,,2026-01-31,2027-01-31,Active,2110,
70059474,60000193,User,90015313,,2026-01-26,2027-01-26,Active,2110,
70059475,60000193,User,90015572,,2026-01-31,2027-01-31,Active,2110,
70059476,60000193,User,90015742,,2026-01-16,2027-01-16,Active,2110,
70059477,60000193,User,90014713,,2026-01-15,2027-01-15,Active,2110,
70059478,60000193,User,90015130,,2026-01-27,2027-01-27,Active,2110,
70059479,60000193,User,90015044,,2026-01-24,2027-01-24,Active,2110,
70059480,60000193,User,90015358,,2026-01-12,2027-01-12,Active,2110,
70059481,60000193,User,90015591,,2026-01-23,2027-01-23,Active,2110,
70059482,60000193,User,90015108,,2026-01-21,2027-01-21,Active,2110,
70059483,60000193,User,90015136,,2026-01-13,2027-01-13,Active,2110,
70059484,60000193,User,90015767,,2026-01-28,2027-01-28,Active,2110,
70059485,60000193,User,90015708,,2026-01-30,2027-01-30,Active,2110,
70059486,60000193,User,90014946,,2026-01-19,2027-01-19,Active,2110,
70059487,60000193,User,90014645,,2026-01-17,2027-01-17,Active,2110,
70059488,60000193,User,90015700,,2026-01-11,2027-01-11,Active,2110,
70059489,60000193,User,90015194,,2026-02-01,2027-02-01,Active,2110,
70059490,60000193,User,90015686,,2026-01-22,2027-01-22,Active,2110,
70059491,60000193,User,90015039,,2026-01-24,2027-01-24,Active,2110,
70059492,60000193,User,90014563,,2026-01-14,2027-01-14,Active,2110,
70059493,60000193,User,90015490,,2026-01-31,2027-01-31,Active,2110,
70059494,60000193,User,90015785,,2026-01-30,2027-01-30,Active,2110,
70059495,60000193,User,90015666,,2026-01-15,2027-01-15,Active,2110,
70059496,60000193,User,90015266,,2026-01-22,2027-01-22,Active,2110,
70059497,60000193,User,90015165,,2026-01-19,2027-01-19,Active,2110,
70059498,60000193,User,90015629,,2026-01-12,2027-01-12,Active,2110,
